#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MK448940	36.704
MK448939	41.549
MK448938	37.765
MK448937	13.056
MK448936	37.936
MK448935	37.709
MK448934	40.394
MK448933	45.151
MK448932	36.054
MK448931	35.546
MK448930	37.95
MK448929	36.561
MK448928	34.653
MK448927	36.484
MK448926	39.795
MK448925	37.026
MK448924	37.542
MK448923	39.487
MK448922	35.085
MK448921	39.974
MK448920	32.918
MK448919	38.574
MK448918	30.862
MK448917	41.015
MK448916	37.764
MK448915	39.079
MK448914	31.633
MK448913	33.554
MK448912	31.48
MK448911	38.065
MK448910	42.688
MK448909	34.56
MK448908	41.238
MK448907	33.228
MK448906	35.085
MK448905	39.412
MK448904	36.441
MK448903	38.675
MK448902	43.79
MK448901	32.976
MK448900	36.384
MK448899	38.767
MK448898	37.997
MK448897	37.965
MK448896	33.366
MK448895	36.635
MK448894	31.07
MK448893	35.527
MK448892	35.214
MK448891	35.613
MK448890	31.478
MK448889	22.717
MK448888	33.765
MK448887	39.028
MK448886	38.556
MK448885	39.051
MK448884	38.065
MK448883	35.462
MK448882	33.252
MK448881	33.013
MK448880	27.408
MK448879	37.369
MK448878	38.781
MK448877	41.432
MK448876	44.595
MK448875	38.639
MK448874	37.284
MK448873	40.975
MK448872	34.653
MK448871	40.414
MK448870	35.58
MK448869	35.58
MK448868	40.415
MK448867	40.414
MK448866	40.414
MK448865	33.81
MK448864	30.782
MK448863	32.012
MK448862	39.669
MK448861	38.137
MK448860	39.869
MK448859	42.762
MK448858	45.241
MK448857	37.145
MK448856	19.446
MK448855	33.705
MK448854	45.121
MK448853	36.243
MK448852	41.182
MK448851	43.47
MK448850	43.082
MK448849	40.001
MK448848	37.145
MK448847	38.473
MK448846	39.241
MK448845	37.401
MK448844	28.958
MK448843	54.687
MK448842	31.374
MK448841	54.689
MK448840	37.952
MK448839	54.689
MK448838	33.082
MK448837	37.275
MK448836	38.797
MK448835	37.554
MK448834	38.343
MK448833	38.593
MK448832	43.572
MK448831	36.493
MK448830	32.459
MK448829	37.719
MK448828	33.053
MK448827	35.085
MK448826	36.232
MK448825	38.797
MK448824	39.686
MK448823	37.871
MK448822	39.712
MK448821	38.64
MK448820	33.966
MK448819	39.405
MK448818	40.915
MK448817	42.741
MK448816	34.523
MK448815	31.965
MK448814	33.393
MK448813	19.142
MK448812	40.914
MK448811	41.571
MK448810	38.506
MK448809	34.653
MK448808	33.242
MK448807	33.345
MK448806	41.469
MK448805	33.344
MK448804	30.807
MK448803	32.773
MK448802	34.653
MK448801	37.54
MK448800	39.889
MK448799	39.888
MK448798	37.968
MK448797	39.734
MK448796	47.88
MK448795	47.29
MK448794	39.016
MK448793	41.53
MK448792	38.833
MK448791	42.031
MK448790	37.744
MK448789	40.617
MK448788	41.512
MK448787	34.465
MK448786	34.125
MK448785	39.345
MK448784	40.618
MK448783	37.606
MK448782	43.457
MK448781	40.382
MK448780	36.676
MK448779	39.626
MK448778	40.316
MK448777	35.709
MK448776	34.479
MK448775	41.958
MK448774	33.236
MK448773	36.008
MK448772	41
MK448771	35.002
MK448770	38.834
MK448769	38.056
MK448768	41.191
MK448767	34.125
MK448766	38.523
MK448765	39.014
MK448764	30.892
MK448763	33.798
MK448762	41.213
MK448761	40.136
MK448760	40.136
MK448759	41.549
MK448758	41.549
MK448757	42.333
MK448756	37.66
MK448755	37.66
MK448754	36.561
MK448753	38.109
MK448752	38.222
MK448751	38.443
MK448750	42.146
MK448749	43.433
MK448748	39.475
MK448747	42.56
MK448746	37.49
MK448745	39.487
MK448744	39.487
MK448743	39.366
MK448742	37.128
MK448741	37.447
MK448740	40.055
MK448739	29.384
MK448738	39.31
MK448737	37.175
MK448736	37.764
MK448735	37.433
MK448734	30.906
MK448733	37.444
MK448732	35.176
MK448731	35.793
MK448730	40.399
MK448729	39.484
MK448728	34.657
MK448727	39.605
MK448726	34.545
MK448725	30.398
MK448724	37.618
MK448723	40.704
MK448722	36.58
MK448721	34.637
MK448720	25.306
MK448719	39.881
MK448718	40.975
MK448717	35.085
MK448716	41.477
MK448715	35.684
MK448714	36.502
MK448713	36.677
MK448712	27.408
MK448711	45.029
MK448710	39.808
MK448709	39.808
MK448708	37.964
MK448707	42.048
MK448706	35.845
MK448705	40.164
MK448704	40.311
MK448703	45.067
MK448702	41.831
MK448701	34.77
MK448700	44.57
MK448699	40.414
MK448698	28.059
MK448697	40.414
MK448696	40.414
MK448695	33.542
MK448694	41.483
MK448693	40.414
MK448692	44.662
MK448691	39.484
MK448690	44.153
MK448689	40.438
MK448688	42.72
MK448687	36.052
MK448686	40.26
MK448685	36.243
MK448684	35.995
MK448683	41.754
MK448682	37.721
MK448681	42.448
MK448680	35.722
MK448679	37.335
MK448678	39.497
MK448677	38.145
MK448676	44.876
MK448675	42.31
MK448674	37.428
MK448673	48.294
MK448672	40.234
MK448671	38.959
MK448670	37.901
MK448669	36.754
MK448668	37.952
MK448667	54.689
MK448666	37.952
MK448665	38.191
MK448664	9.145
MK448663	11.391
MK448662	15.677
MK448661	13.198
MK448660	15.671
MK448659	12.81
MK448658	9.97
MK448657	10.673
MK448656	10.673
MK448655	13.496
MK448654	9.151
MK448653	13.496
MK448652	12.626
MK448651	12.068
MK448650	15.411
MK448649	13.772
MK448648	9.151
MK448647	18.086
MK448646	13.301
MK448645	12.366
MK448644	10.824
MK448643	14.401
MK448642	12.33
MK448641	13.673
MK448640	11.927
MK448639	10.647
MK448638	11.755
MK448637	10.673
MK448636	12.613
MK448635	9.55
MK448634	10.324
MK448633	8.812
MK448632	11.796
MK448631	11.561
MK448630	15.983
MK448629	13.198
MK448628	13.963
MK448627	15.185
MK448626	12.501
MK448625	13.201
MK448624	10.554
MK448623	13.616
MK448622	13.363
MK448621	12.065
MK448620	12.244
MK448619	14.301
MK448618	12.536
MK448617	14.111
MK448616	14.823
MK448615	15.357
MK448614	15.289
MK448613	13.107
MK448612	11.904
MK448611	13.403
MK448610	13.874
MK448609	13.078
MK448608	8.842
MK448607	14.853
MK448606	13.496
MK448605	9.151
MK448604	12.9
MK448603	10.673
MK448602	10.673
MK448601	13.384
MK448600	9.984
MK448599	8.936
MK448598	9.866
MK448597	8.43
MK448596	8.43
MK448595	9.866
MK448594	8.43
MK448593	9.866
MK448592	9.866
MK448591	9.658
MK448590	13.519
MK448589	10.649
MK448588	13.147
MK448587	9.459
MK448586	12.912
MK448585	12.998
MK448584	8.156
MK448583	12.522
MK448582	9.851
MK448581	12.22
MK448580	12.025
MK448579	12.537
MK448578	6.041
MK448577	12.004
MK448576	10.927
MK448575	7.858
MK448574	7.63
MK448573	7.916
MK448572	9.889
MK448571	7.858
MK448570	7.915
MK448569	11.378
MK448568	7.966
MK448567	7.858
MK448566	7.858
MK448565	8.057
MK448564	8.057
MK448563	7.858
MK448562	7.682
MK448561	9.15
MK448560	11.817
MK448559	9.159
MK448558	9.201
MK448557	10.319
MK448556	13.272
MK448555	10.616
MK448554	9.714
MK448553	9.159
MK448552	8.441
MK448551	10.042
MK448550	11.346
MK448549	13.799
MK448548	10.592
MK448547	10.617
MK448546	10.757
MK448545	10.042
MK448544	9.994
MK448543	10.042
MK448542	8.75
MK448541	13.799
MK448540	9.196
MK448539	10.063
MK448538	10.042
MK448537	10.038
MK448536	11.341
MK448535	10.617
MK448534	9.72
MK448533	12.384
MK448532	9.761
MK448531	11.884
MK448530	12.384
MK448529	11.884
MK448528	9.008
MK448527	9.008
MK448526	16.67
MK448525	9.946
MK448524	10.344
MK448523	15.15
MK448522	11.389
MK448521	13.965
MK448520	13.504
MK448519	13.287
MK448518	13.762
MK448517	11.944
MK448516	12.95
MK448515	11.555
MK448514	12.9
MK448513	11.389
MK448512	13.504
MK448511	13.209
MK448510	13.87
MK448509	9.886
MK448508	13.39
MK448507	15.425
MK448506	11.958
MK448505	11.942
MK448504	13.122
MK448503	10.708
MK448502	13.799
MK448501	14.286
MK448500	8.343
MK448499	8.343
MK448498	12.949
MK448497	12.875
MK448496	11.933
MK448495	11.832
MK448494	12.949
MK448493	9.035
MK448492	12.231
MK448491	13.282
MK448490	9.531
MK448489	13.493
MK448488	13.633
MK448487	12.626
MK448486	9.434
MK448485	9.732
MK448484	13.023
MK448483	9.907
MK448482	7.378
MK448481	13.211
MK448480	17.062
MK448479	13.799
MK448478	17.14
MK448477	9.18
MK448476	13.027
MK448475	16.457
MK448474	14.173
MK448473	10.202
MK448472	14.579
MK448471	14.097
MK448470	11.901
MK448469	16.184
MK448468	12.919
MK448467	15.724
MK448466	12.913
MK448465	13.023
MK448464	15.996
MK448463	8.637
MK448462	10.992
MK448461	7.691
MK448460	8.637
MK448459	12.015
MK448458	8.636
MK448457	14.257
MK448456	12.167
MK448455	10.972
MK448454	9.979
MK448453	15.342
MK448452	11.82
MK448451	12.166
MK448450	10.884
MK448449	9.34
MK448448	10.251
MK448447	11.817
MK448446	11.734
MK448445	13.47
MK448444	9.131
MK448443	10.319
MK448442	15.189
MK448441	12.878
MK448440	12.236
MK448439	11.486
MK448438	12.473
MK448437	12.235
MK448436	11.701
MK448435	14.024
MK448434	11.564
MK448433	9.893
MK448432	9.874
MK448431	12.881
MK448430	11.517
MK448429	15.903
MK448428	12.183
MK448427	18.078
MK448426	9.989
MK448425	12.027
MK448424	9.486
MK448423	10.42
MK448422	13.409
MK448421	8.688
MK448420	14.007
MK448419	10.323
MK448418	13.486
MK448417	12.001
MK448416	12.236
MK448415	12.024
MK448414	11.271
MK448413	10.988
MK448412	13.799
MK448411	10.689
MK448410	11.622
MK448409	11.749
MK448408	12.891
MK448407	11.176
MK448406	10.429
MK448405	14.67
MK448404	13.506
MK448403	10.632
MK448402	9.421
MK448401	12.433
MK448400	10.789
MK448399	14.56
MK448398	14.56
MK448397	14.56
MK448396	14.56
MK448395	10.809
MK448394	14.56
MK448393	12.203
MK448392	14.841
MK448391	11.158
MK448390	9.627
MK448389	11.613
MK448388	12.747
MK448387	10.3
MK448386	13.321
MK448385	10.82
MK448384	15.611
MK448383	13.395
MK448382	6.45
MK448381	10.362
MK448380	14.27
MK448379	9.6
MK448378	9.588
MK448377	9.588
MK448376	10.273
MK448375	9.6
MK448374	10.327
MK448373	9.656
MK448372	9.602
MK448371	9.6
MK448370	14.082
MK448369	11.081
MK448368	12.126
MK448367	9.42
MK448366	9.753
MK448365	13.181
MK448364	8.609
MK448363	13.799
MK448362	8.726
MK448361	8.726
MK448360	9.984
MK448359	9.55
MK448358	10.114
MK448357	10.114
MK448356	9.586
MK448355	9.826
MK448354	10.073
MK448353	13.726
MK448352	13.726
MK448351	13.726
MK448350	14.876
MK448349	9.789
MK448348	10.909
MK448347	12.9
MK448346	13.967
MK448345	8.144
MK448344	13.418
MK448343	14.338
MK448342	8.281
MK448341	9.538
MK448340	12.209
MK448339	14.005
MK448338	12.319
MK448337	9.983
MK448336	14.728
MK448335	19.697
MK448334	8.222
MK448333	12.21
MK448332	11.974
MK448331	11.974
MK448330	12.21
MK448329	19.697
MK448328	12.21
MK448327	14.365
MK448326	13.16
MK448325	19.694
MK448324	19.471
MK448323	13.666
MK448322	14.367
MK448321	13.63
MK448320	9.427
MK448319	10.653
MK448318	10.653
MK448317	10.653
MK552140	263.735
KR347354	29.254
KR347353	29.347
KR347352	29.249
KR337654	29.506
KR337652	29.33
KR337651	28.876
KR337650	29.517
KR337649	29.339
KR337648	29.594
KR337647	29.44
KR337646	29.463
KR337645	29.461
KR337644	29.347
KR337643	29.726
MK483107	50.52
MH051335	72.179
MH571750	86.95
MH160766	149.803
MH051334	42.145
MK310226	55.145
AP019562	40.147
AP019561	41.149
AP019560	40.53
AP019559	110.964
MK511066	35.343
MK511065	39.73
MK511064	29.041
MK511063	37.399
MK511062	28.208
MK511061	39.659
MK511060	32.181
MK511059	39.705
MK511058	28.078
MK511057	36.361
MK511056	37.441
MK511055	37.38
MK511054	37.832
MK511053	37.476
MK511052	37.354
MK511051	61.772
MK511050	61.772
MK511049	61.772
MK511048	61.772
MK511047	61.853
MK511046	61.772
MK511045	61.772
MK511044	61.772
MK511043	61.684
MK511042	61.772
MK511041	61.772
MK511040	62.695
MK511039	61.772
MK511038	38.471
MK511037	27.51
MK511036	37.474
MK511035	37.758
MK511034	38.215
MK511033	37.715
MK511032	39.613
MK511031	31.014
MK511030	37.615
MK511029	38.416
MK511028	37.615
MK511027	37.654
MK511026	37.617
MK511025	37.734
MK511024	37.636
MK511023	37.617
MK511022	44.244
MK511021	37.629
MK511020	37.702
MK511019	26.171
MK511018	37.395
MK511017	37.682
MK511016	45.372
MK511015	33.113
MK511014	46.492
MK511013	42.421
MK511012	50.013
MK511011	52.658
MK511010	52.755
MK511009	37.242
MK511008	29.118
MK511007	42.495
MK511006	52.758
MK511005	52.823
MK511004	34.669
MK511003	52.662
MK511002	52.664
MK511001	52.8
MK511000	16.984
MK510999	52.76
MK510998	38.713
MK510997	41.525
MK510996	54.165
MK510995	54.14
MK510994	54.141
MK510993	38.378
MK510992	39.861
MK510991	38.304
MK510990	41.217
MK510989	38.344
MK510988	40.745
MK510987	40.425
MK510986	30.609
MK510985	40.441
MK510984	38.217
MK510983	38.345
MK510982	38.285
MK510981	38.37
MK510980	38.344
MK510979	38.353
MK510978	40.412
MK510977	37.635
MK510976	40.778
MK510975	40.711
MK510974	40.393
MK510973	38.239
MK510972	38.379
MK510971	41.155
MK510970	35.42
MK510969	35.225
MK510968	42.511
MK510967	41.186
MK510966	38.375
MK510965	41.462
MK510964	40.439
MK510963	40.414
MK510962	33.681
LC473039	86.019
MH427377	155.887
MK301443	21.677
MK301442	21.75
MK301441	32.855
MK301440	31.374
MK301439	28.732
MK301438	32.312
MK301437	30.633
MK373799	120.715
MK373798	51.739
MK373797	120.603
MK373796	120.12
MK373795	63.595
MK373794	64.059
MK373793	43.157
MK373792	124.537
MK373791	45.536
MK373790	47.082
MK373789	45.904
MK373788	151.194
MK373787	169.65
MK373786	167.317
MK373785	168.756
MK373784	169.201
MK373783	158.607
MK373782	170.187
MK373781	164.987
MK373780	139.328
MK373779	168.67
MK373778	170.429
MK373777	72.472
MK373776	71.283
MK373775	164.59
MK373774	164.279
MK373773	44.241
MK373772	61.6
MK373771	45.13
MK373770	77.307
MK482688	88.409
MK482689	88.409
MK482690	84.898
MK493325	170.397
MK493324	169.811
MK493323	171.77
MK493322	169.803
MK493321	175.462
MK552141	262.653
MK573636	165.641
MK578530	41.147
MK605246	144.444
MK605245	145.4
MK605244	147.033
MK605243	146.735
MK605242	146.618
MK433578	33.839
MK422450	59.049
MK422448	63.032
MK416010	60.118
MK416012	18.281
MK494095	54.858
MK675901	62.286
MK562505	88.821
MK562504	87.998
MK562502	90.227
MK524519	51.333
MG550113	9.368
MG550112	38.059
MG550111	9.296
MG550110	9.944
MG252615	41.317
MH744423	69.448
JN699009	68.992
JN698995	64.613
MK514283	43.58
MK310184	170.164
CP038007	55.032
MK494102	64.529
MK494099	75.687
MK494087	52.724
MK448236	35.476
MK448228	46.342
MK433582	33.326
MK433581	39.643
MK433580	33.326
MK433577	39.643
MK422454	33.326
MK422453	39.086
MK422452	34.141
MK422449	32.302
MK416008	32.01
MK416009	33.326
MK416011	39.642
MK416016	11.454
MK416020	33.016
MK416021	38.37
MK514282	223.95
MK514281	273.731
MK580972	159.862
MK016664	163.982
MK016662	45.424
MK524178	168.791
MG250486	145.759
MG250484	171.911
MG250483	221.116
MF370225	82.101
KY683736	129.454
KY683735	164.706
KY626163	28.914
KY626162	84.419
MK327947	164.278
MK327946	168.828
MK327945	168.363
MK327944	168.654
MK327943	167.834
MK327942	167.728
MK327941	167.832
MK327940	168.241
MK327939	167.826
MK327938	237.307
MK327937	170.182
MK327936	168.886
MK327935	168.327
MK327934	170.452
MK327933	166.675
MK327932	170.678
MK327931	370.817
MK327930	136.031
MK327929	168.049
MK327928	168.959
KC847113	28.205
AP019535	66.22
AP019527	59.833
AP019522	132.152
MH844558	37.66
MH709121	154.811
MH709120	157.63
MH632120	69.471
MK359316	48.484
MK359304	50.181
MK359300	51.737
MK284522	53.377
MK279913	50.886
MK279903	48.229
MK279857	53.467
MK112530	49.601
MK112532	52.528
MK112540	48.149
MK061415	52.522
MH976517	50.075
MH825709	52.944
MH825704	53.153
MH651179	50.849
MH669011	49.209
MH697591	53.348
MH697581	50.827
MH697575	51.703
MH576974	50.21
MH576959	51.486
MH513985	52.876
MH513971	50.455
MH536828	52.138
MH450130	53.483
MH450126	49.756
MH450113	52.632
MH399782	51.672
MH399776	50.883
MH371110	51.428
MH338240	50.855
MH338238	51.527
MH338237	52.347
MH338236	52.152
MH338234	53.256
MH316563	50.061
MH155864	50.884
MH077576	53.225
MH051259	50.413
MH047633	50.006
MH047632	50.084
MH020248	50.08
MH020244	52.394
MH020238	50.841
MH020237	52.967
MH020236	51.904
MG944221	51.69
MG925355	50.755
MG925351	51.372
MG925341	50.884
MG920060	52.233
MF140410	52.497
KX619650	53.163
KM591906	53.184
AY129332	50.913
MG099947	52.874
MF919538	53.043
MF919536	52.35
MF919531	53.051
MF919500	52.85
MF919490	53.545
MF472896	53.366
MF472893	50.263
MF668283	54.655
MF185733	50.841
MF324899	51.008
MF140403	52.991
MF185727	50.4
MF141539	50.514
KY965065	53.085
KY798216	48.502
KY224001	50.864
KY213952	49.531
KX897981	52.785
KX758539	52.462
KX758538	52.753
KX683875	53.111
KX641263	53.33
KX576639	52.917
KX574455	52.833
KX574454	52.732
KX522649	53.622
KX522943	53.623
KX458237	50.884
KX369584	52.496
KU985095	53.932
KU985093	53.935
KU761558	53.486
KU695581	52.428
KU297783	52.92
KU255188	50.877
KT818595	50.515
KT588442	53.141
KT381276	52.088
KT259047	52.357
KR997934	51.355
KR997929	52.643
KR080201	53.455
KP027205	49.577
KP027203	53.008
KP027196	51.492
KM677210	52.967
KJ959632	53.042
KM597531	52.53
KM463009	53.395
KM197169	52.647
KJ510415	50.101
KF981601	53.159
KF560331	52.823
KF279415	53.636
KF416344	52.519
KF416340	53.588
KF024724	52.102
KF017927	52.807
KC661281	50.679
KC661273	52.057
JN699000	51.821
JN698998	53.003
JN572689	53.142
JN408461	53.526
JN408460	53.169
JF937100	50.486
JF937099	52.169
JF704101	50.864
JF704098	50.877
JN020140	50.988
JF957058	50.364
EU744251	50.968
EU744250	52.892
EU744248	53.572
DQ398043	52.047
MK474470	43.264
MK554696	130.914
MK542015	43.372
MK552327	305.26
MK450543	58.487
MK575466	45.903
MK568062	50.936
MK424903	12.527
MK524177	57.228
MK524176	87.553
MK524498	64.529
MK524491	53.167
MK542821	32.448
MK059749	72.217
KT932700	18.655
MH102285	84.406
MK310182	39.536
MK411820	43.051
MH632118	53.828
MG593801	41.872
MH844531	49.427
KY697807	42.473
MH491167	39.695
MK301608	78.071
MK069556	49.665
MF431617	40.163
MF431616	40.907
MF431615	40.497
MH107118	17.034
KY965934	16.159
AP019418	279.095
LR215724	167.058
LR215723	167.132
LR215722	169.06
LR215721	154.499
LR215720	155.962
LR215719	153.797
LR215718	153.338
MK388859	35.232
MK340761	94.434
MK340760	66.086
MK433269	55.349
MK433268	56.47
MK433262	76.435
MK433260	56.168
MK433259	55.532
MH992131	83.142
MH939157	33.172
MK387309	42.261
MK411746	61.073
MK392368	42.954
MK359319	49.909
MK359309	75.075
MK348510	45.108
MK331931	146.737
MK331930	138.057
MH142220	59.362
MH142219	59.361
MH925094	113.76
MH925093	46.692
MH925092	60.177
MH925091	79.545
MH925090	76.31
MH791416	94.315
MH791415	58.036
MH791414	229.73
MH791413	86.813
MH791412	45.049
MH791411	354.537
MH791410	45.881
MH791409	170.524
MH791407	220.45
MH791406	61.942
MH791405	155.297
MH791404	231.839
MH791403	61.82
MH791402	48.285
MH791401	219.171
MH791400	86.752
MH791398	229.103
MH791397	150.272
MH791396	60.188
MH791395	59.878
MK360025	18.742
MK360024	40.975
MK330684	30.791
MK305889	59.655
MK305885	49.909
MK305884	41.893
MK388689	74.71
MK335533	50.414
MK327140	46.907
MG867727	170.121
MK376958	49.87
MK417516	148.312
MK417515	149.108
MK417514	146.004
MK224498	92.558
MK224497	58.899
MK408758	174.82
MK372342	46.553
MK340941	42.67
MK240351	166.89
MK234886	169.215
MK211557	43.513
MK284528	26.865
MK284527	26.357
MK284526	27.18
MF683623	42.439
MG707188	43.748
MK317959	65.905
MK295205	85.887
MK295204	166.138
MK295203	155.101
MK291445	50.161
MK291444	39.547
MK291443	37.901
MK291442	49.723
MK291441	39.879
MK286578	59.047
MK290764	43.108
MK288022	80.919
MK288021	160.627
MK278861	49.106
MK278860	168.223
MK278859	40.898
MK249872	46.791
MK249871	37.128
MK257744	162.184
MK250904	141.384
MK240575	48.045
MF001363	111.607
KY694971	50.339
MH884512	55.091
MK213796	48.836
MK279909	70.03
MK279899	36.776
MK279893	49.897
MK279841	83.219
MK279840	52.411
MK125140	41.994
MK203841	40.352
MK095606	51.17
MK095605	46.103
MK213795	3.526
MK301532	39.793
MK033137	39.636
MK033136	39.767
MH673674	51.843
MH673673	178.531
MG557979	142.567
MH992513	30.791
MG197810	47.797
MF564201	50.91
MH230177	59.646
MH509446	50.961
MH356730	89.055
MH940212	158.4
MG602477	157.958
MG602476	76.423
MH992223	4.117
MH992222	4.211
MH992221	4.231
MH992220	4.259
MH992219	4.269
MH992218	4.278
MH992217	4.279
MH992216	4.286
MH992215	4.331
MH992214	4.332
MH992213	4.346
MH992212	4.348
MH992211	4.355
MH992210	4.392
MH992209	4.394
MH992208	4.412
MH992207	4.431
MH992206	4.436
MH992205	4.448
MH992204	4.469
MH992203	4.47
MH992202	4.485
MH992201	4.502
MH992200	4.507
MH992199	4.519
MH992198	4.529
MH992197	4.548
MH992196	4.557
MH992195	4.559
MH992194	4.566
MH992193	4.569
MH992192	4.576
MH992191	4.578
MH992190	4.582
MH992189	4.6
MH992188	4.608
MH992187	4.633
MH992186	4.708
MH992185	4.719
MH992184	4.737
MH992183	4.756
MH992182	4.882
MH992181	4.893
MH992180	4.506
MH992179	4.529
MH992178	4.587
MH992177	4.6
MH992176	4.633
MH992175	4.661
MH992174	4.77
MH992173	4.859
MH992172	4.529
MH992171	4.135
MH992170	4.345
MH992169	4.41
MH992168	4.702
MH992167	6.391
MH992166	4.538
MH992165	4.703
MH992164	4.195
MH992163	4.387
MH992162	4.529
MH992161	4.584
MH992160	4.6
MH992159	4.661
MH992158	4.691
MH992157	4.77
MH992156	4.469
MH992155	4.557
MH992154	4.728
MK165658	42.932
MK165657	42.622
MK002701	58.072
MK097141	40.063
MH688453	49.861
MK064565	34.025
MK064564	31.324
MK064563	38.091
MK064562	37.919
MH892384	36.587
MH892370	31.422
MH892365	32.005
MH892350	32.106
MH892385	36.587
MH892383	36.587
MH892382	34.999
MH892381	35.849
MH892380	35.341
MH892379	35.443
MH892378	36.594
MH892377	36.089
MH892376	35.056
MH892375	34.158
MH892374	32.093
MH892373	33.953
MH892372	31.283
MH892371	32.013
MH892369	31.738
MH892368	32.567
MH892367	35.153
MH892366	34.825
MH892364	34.289
MH892363	35.913
MH892362	36.587
MH892361	35.382
MH892360	36.25
MH892359	34.336
MH892358	33.999
MH892357	33.93
MH892356	35.351
MH892355	34.556
MH892354	37.181
MH892353	37.222
MH892352	34.821
MH892351	34.276
MH973663	32.092
MH973662	35.917
MH973661	36.836
MG450654	139.069
KP162168	42.093
MK054237	17.757
MK054236	18.548
MK054235	15.789
MK054234	15.911
MK054233	15.548
